warehouse number,warehouse_id,warehouse_address,cargo_arrival,shipment_errors,customer_rating,total_capacity,remaining_capacity,store_id,sku
5272,406398,,Ship,7,4,"6,200,000","6,200,000",532203,322844
5273,245979,,Ship,6,2,"3,500,000","3,500,000",273621,975470
5274,474915,,Ship,6,2,"8,100,000","8,100,000",774636,428378
5275,264721,,Ship,7,5,"4,100,000","4,100,000",838922,709049
5276,747876,,Ship,6,2,"9,500,000","9,500,000",949289,532247
5277,241817,,Ship,6,5,"4,700,000","4,700,000",957460,606170
5278,692997,,Ship,5,1,"4,800,000","4,800,000",873006,586924
5279,818442,,Ship,6,4,"1,700,000","1,700,000",416981,269049
5280,741271,,Ship,6,3,"1,100,000","1,100,000",955755,305201
5281,594921,,Ship,6,5,"8,100,000","8,100,000",830770,863715
5282,552435,,Ship,5,2,"6,000,000","6,000,000",493173,301606
5283,781961,,Ship,6,3,"2,000,000","2,000,000",441771,934838
5284,236963,,Ship,6,4,"1,700,000","1,700,000",838633,333205
5285,583642,,Ship,7,4,"3,500,000","3,500,000",535539,615688
5286,778236,,Ship,6,2,"1,500,000","1,500,000",870257,934847
5287,182735,,Ship,3,5,"6,100,000","6,100,000",513217,927018
5288,116725,,Ship,4,1,"8,600,000","8,600,000",140342,122220
5289,881709,,Ship,2,3,"8,200,000","8,200,000",508911,401883
5290,629276,,Ship,4,4,"3,500,000","3,500,000",891295,560438
5291,451430,,Ship,4,3,"2,600,000","2,600,000",918350,319007
5292,849175,,Ship,5,4,"7,400,000","7,400,000",810951,569290
5293,381724,,Ship,3,2,"9,200,000","9,200,000",526563,892530
5294,837394,,Ship,2,1,"3,000,000","3,000,000",550420,460057
5295,650466,,Ship,5,3,"3,100,000","3,100,000",404010,114037
5296,910790,,Ship,3,4,"8,000,000","8,000,000",631239,818372
5297,790705,,Ship,3,1,"7,600,000","7,600,000",259347,132697
5298,803231,,Ship,3,2,"8,200,000","8,200,000",761434,264807
5299,443087,,Ship,5,4,"9,900,000","9,900,000",393990,328717
5300,567182,,Ship,4,3,"8,600,000","8,600,000",930852,699923
5301,349660,,Ship,4,4,"4,600,000","4,600,000",244905,858856
5302,901408,,Ship,5,4,"6,500,000","6,500,000",516324,438227
5303,786155,,Ship,4,3,"8,800,000","8,800,000",495332,542289
5304,228768,,Ship,5,1,"4,100,000","4,100,000",710510,969792
5305,395425,,Ship,4,5,"5,600,000","5,600,000",536944,818864
5306,524288,,Ship,4,2,"1,300,000","1,300,000",676505,388117
5307,787142,,Ship,4,4,"7,500,000","7,500,000",571501,836183
5308,467451,,Ship,3,5,"7,000,000","7,000,000",121874,898035
5309,250094,,Ship,3,3,"2,200,000","2,200,000",671871,646836
5310,548498,,Ship,3,4,"4,400,000","4,400,000",620180,896870
5311,194561,,Ship,2,1,"8,100,000","8,100,000",588249,147835
5312,111977,,Ship,3,1,"7,500,000","7,500,000",783307,105513
5313,379475,,Ship,5,5,"3,900,000","3,900,000",563945,109564
5314,645605,,Ship,4,2,"7,200,000","7,200,000",861558,551606
5315,742794,,Ship,3,5,"9,500,000","9,500,000",431694,723981
5316,901701,,Ship,3,1,"7,000,000","7,000,000",712387,827621
5317,739203,,Road,4,3,"3,900,000","3,900,000",239028,946409
5318,351248,,Road,3,5,"4,100,000","4,100,000",962562,102549
5319,711905,,Road,6,4,"6,800,000","6,800,000",346228,681414
5320,128738,,Road,4,3,"2,800,000","2,800,000",453547,746553
5321,864865,,Road,4,4,"1,900,000","1,900,000",544456,220298
5322,300012,,Road,3,4,"3,600,000","3,600,000",417766,216363
5323,314683,,Road,3,3,"1,800,000","1,800,000",879873,733915
5324,376969,,Road,4,4,"9,700,000","9,700,000",401688,502683
5325,786285,,Road,4,3,"9,000,000","9,000,000",704747,555422
5326,534501,,Road,4,2,"1,500,000","1,500,000",337726,826518
5327,180353,,Road,6,1,"3,100,000","3,100,000",368238,923835
5328,765625,,Road,3,2,"6,900,000","6,900,000",729966,293766
5329,404138,,Road,2,4,"6,600,000","6,600,000",861084,306086
5330,358082,,Road,5,1,"5,100,000","5,100,000",882862,343745
5331,490899,,Road,4,2,"3,600,000","3,600,000",604377,545951
5332,810627,,Road,4,1,"1,000,000","1,000,000",800041,130957
5333,769537,,Road,4,3,"6,000,000","6,000,000",224789,188270
5334,603724,,Road,3,2,"3,300,000","3,300,000",914158,128308
5335,320746,,Road,5,3,"9,100,000","9,100,000",934322,300442
5336,410061,,Road,5,3,"7,300,000","7,300,000",479449,266405
5337,646828,,Road,6,3,"9,300,000","9,300,000",455643,808437
5338,768361,,Road,4,4,"9,300,000","9,300,000",474075,490344
5339,134914,,Flight,2,5,"7,300,000","7,300,000",656930,264728
5340,804756,,Flight,5,1,"7,300,000","7,300,000",653376,660491
5341,432167,,Flight,4,1,"2,000,000","2,000,000",120521,907699
5342,647713,,Flight,3,2,"8,900,000","8,900,000",862020,692191
5343,249660,,Flight,4,2,"5,000,000","5,000,000",592124,562050
5344,339756,,Flight,4,2,"7,600,000","7,600,000",455640,802738
5345,659166,,Flight,4,3,"7,300,000","7,300,000",795844,673425
5346,878025,,Flight,3,3,"8,300,000","8,300,000",879562,753009
5347,809166,,Flight,3,1,"4,400,000","4,400,000",604401,561572
5348,669189,,Flight,4,5,"8,900,000","8,900,000",165545,805984
5349,776704,,Flight,4,1,"3,400,000","3,400,000",317202,214126
5350,881781,,Flight,4,1,"8,200,000","8,200,000",155592,467690
5351,688570,,Flight,5,5,"3,000,000","3,000,000",768463,468061
5352,344461,,Flight,5,2,"1,500,000","1,500,000",588372,900615
5353,373659,,Flight,5,4,"6,500,000","6,500,000",873549,783719
5354,735884,,Flight,4,3,"7,500,000","7,500,000",509271,147257
5355,687176,,Flight,4,5,"6,700,000","6,700,000",285395,451981
5356,589991,,Flight,4,1,"3,700,000","3,700,000",425987,768091
5357,228011,,Flight,2,4,"8,400,000","8,400,000",383541,196304
5358,949489,,Flight,4,5,"1,400,000","1,400,000",577379,477486
5359,993885,,Flight,4,3,"9,900,000","9,900,000",303651,207006
5360,700968,,Flight,4,4,"8,300,000","8,300,000",122309,702581
5361,864577,,Ship,3,3,"2,000,000","2,000,000",326761,356164
5362,588250,,Ship,4,2,"4,300,000","4,300,000",815272,426031
5363,245241,,Ship,4,2,"5,000,000","5,000,000",200934,890704
5364,397637,,Ship,4,5,"1,400,000","1,400,000",874207,906954
5365,262654,,Ship,4,1,"5,100,000","5,100,000",587119,277613
5366,320979,,Ship,3,4,"5,900,000","5,900,000",523441,777312
5367,466877,,Ship,3,4,"4,300,000","4,300,000",573243,413571
5368,785936,,Ship,5,2,"7,300,000","7,300,000",201839,560278
5369,379323,,Ship,3,4,"1,500,000","1,500,000",219292,981595
5370,229683,,Ship,4,2,"3,000,000","3,000,000",872746,128177
5371,360133,,Ship,4,1,"2,900,000","2,900,000",711830,818650
5372,693664,,Ship,4,2,"4,100,000","4,100,000",409364,160642
5373,524767,,Ship,3,1,"7,300,000","7,300,000",511099,972484
5374,103361,,Ship,3,3,"6,200,000","6,200,000",541074,202377
5375,741074,,Ship,3,1,"7,600,000","7,600,000",892512,911193
5376,585583,,Ship,3,5,"5,700,000","5,700,000",853653,149934
5377,446388,,Ship,4,4,"4,300,000","4,300,000",200535,272833
5378,470969,,Ship,5,1,"4,600,000","4,600,000",691631,409514
5379,509836,,Ship,5,4,"9,600,000","9,600,000",598920,720308
5380,940218,,Ship,3,5,"8,800,000","8,800,000",318563,158352
5381,574838,,Ship,4,5,"5,900,000","5,900,000",780644,384607
5382,312086,,Ship,6,3,"9,100,000","9,100,000",846759,183890
5383,740545,,Ship,3,3,"2,900,000","2,900,000",317747,854468
5384,119028,,Ship,3,5,"9,900,000","9,900,000",436627,643933
5385,581639,,Ship,5,4,"8,500,000","8,500,000",843545,648937
5386,943858,,Ship,3,2,"5,300,000","5,300,000",422373,900363
5387,834440,,Ship,4,4,"9,700,000","9,700,000",817469,446050
5388,800485,,Ship,5,2,"1,700,000","1,700,000",657432,874561
5389,849564,,Ship,3,3,"8,400,000","8,400,000",454239,271390
5390,602812,,Ship,5,4,"8,100,000","8,100,000",690025,726645
5391,591677,,Ship,4,2,"2,000,000","2,000,000",851951,534203
5392,281212,,Ship,4,4,"3,900,000","3,900,000",560841,960300
5393,281687,,Ship,2,3,"1,900,000","1,900,000",896443,660980
5394,915827,,Ship,5,1,"2,900,000","2,900,000",374015,324228
5395,504817,,Ship,4,2,"2,200,000","2,200,000",529688,632524
5396,518383,,Ship,4,3,"8,700,000","8,700,000",874283,424364
5397,500749,,Ship,5,3,"8,300,000","8,300,000",540722,815211
5398,922656,,Ship,5,3,"6,700,000","6,700,000",541528,542609
5399,178612,,Ship,4,3,"6,400,000","6,400,000",802971,869347
5400,792613,,Ship,5,1,"8,900,000","8,900,000",506521,436798
5401,688451,,Ship,3,5,"2,000,000","2,000,000",280025,930230
5402,952090,,Ship,5,3,"5,100,000","5,100,000",843648,644706
5403,116515,,Ship,4,5,"5,400,000","5,400,000",631390,723366
5404,519402,,Ship,5,3,"3,700,000","3,700,000",183337,484264
5405,399463,,Ship,4,3,"7,800,000","7,800,000",149405,880569
5406,784451,,Ship,2,2,"2,200,000","2,200,000",635787,984119
5407,533436,,Ship,4,3,"1,600,000","1,600,000",810085,132606
5408,352458,,Ship,3,3,"7,500,000","7,500,000",824373,773705
5409,839539,,Ship,3,1,"4,000,000","4,000,000",427755,631614
5410,599387,,Ship,5,5,"5,700,000","5,700,000",887129,272854
5411,957197,,Ship,4,2,"6,600,000","6,600,000",786399,725645
5412,275983,,Ship,4,4,"5,300,000","5,300,000",627391,834361
5413,846126,,Ship,3,2,"9,700,000","9,700,000",234008,237733
5414,386236,,Ship,4,5,"3,800,000","3,800,000",221001,472509
5415,974186,,Ship,5,2,"2,500,000","2,500,000",693399,323373
5416,653956,,Ship,4,5,"1,700,000","1,700,000",337538,653765
5417,150994,,Ship,3,1,"6,400,000","6,400,000",170364,818152
5418,926037,,Ship,4,2,"7,400,000","7,400,000",502010,248608
5419,146256,,Ship,5,5,"2,000,000","2,000,000",682211,690756
5420,343878,,Ship,5,3,"5,900,000","5,900,000",664952,572860
5421,376472,,Ship,3,3,"8,800,000","8,800,000",208615,192000
5422,584570,,Ship,6,1,"1,000,000","1,000,000",748779,169011
5423,807299,,Ship,6,5,"2,300,000","2,300,000",305112,167527
5424,578494,,Ship,5,3,"7,500,000","7,500,000",854322,860153
5425,457463,,Ship,4,1,"9,500,000","9,500,000",849441,254262
5426,388303,,Ship,4,4,"7,000,000","7,000,000",999313,367657
5427,402175,,Ship,4,4,"6,600,000","6,600,000",189243,633398
5428,257072,,Ship,5,4,"6,700,000","6,700,000",279695,807954
5429,812321,,Ship,5,2,"4,600,000","4,600,000",339592,366828
5430,141597,,Ship,3,4,"8,200,000","8,200,000",441622,771234
5431,835748,,Ship,5,3,"9,700,000","9,700,000",338810,180467
5432,774978,,Ship,4,4,"3,000,000","3,000,000",457045,576534
5433,699672,,Ship,2,1,"8,700,000","8,700,000",345200,461916
5434,727291,,Ship,3,5,"6,000,000","6,000,000",750768,208842
5435,650348,,Ship,4,4,"8,800,000","8,800,000",352517,947628
5436,368685,,Ship,4,5,"7,000,000","7,000,000",633111,824021
5437,423840,,Ship,4,5,"1,700,000","1,700,000",944058,733077
5438,775510,,Ship,4,3,"3,900,000","3,900,000",472487,269543
5439,903831,,Ship,4,4,"7,100,000","7,100,000",724722,995715
5440,667669,,Ship,4,5,"3,200,000","3,200,000",132929,753728
5441,994278,,Ship,3,1,"7,600,000","7,600,000",338016,798675
5442,592430,,Ship,3,1,"4,200,000","4,200,000",813813,928040
5443,195652,,Ship,3,4,"8,400,000","8,400,000",956625,126978
5444,998627,,Ship,3,1,"3,400,000","3,400,000",932699,937395
5445,248419,,Ship,5,1,"7,100,000","7,100,000",851417,436205
5446,775946,,Ship,3,5,"8,000,000","8,000,000",458847,867924
5447,936130,,Ship,4,1,"2,200,000","2,200,000",812025,143837
5448,488131,,Ship,4,4,"2,000,000","2,000,000",643807,411072
5449,743126,,Ship,6,4,"2,100,000","2,100,000",144280,524859
5450,301509,,Ship,5,3,"6,200,000","6,200,000",667851,808103
5451,409248,,Ship,5,3,"9,700,000","9,700,000",696091,695552
5452,549003,,Ship,4,4,"3,400,000","3,400,000",798491,107630
5453,424949,,Ship,3,2,"4,300,000","4,300,000",680563,226836
5454,266439,,Road,4,1,"4,100,000","4,100,000",285471,787706
5455,186641,,Road,5,5,"5,600,000","5,600,000",515011,684911
5456,727559,,Road,3,5,"1,800,000","1,800,000",150079,191180
5457,508574,,Road,3,5,"7,600,000","7,600,000",764853,141078
5458,355385,,Road,2,3,"4,500,000","4,500,000",121962,997662
5459,156298,,Road,5,2,"2,600,000","2,600,000",966874,278716
5460,218573,,Road,4,4,"3,000,000","3,000,000",106679,366301
5461,342225,,Road,7,3,"6,300,000","6,300,000",129691,457306
5462,999269,,Road,6,4,"2,900,000","2,900,000",636427,122186
5463,892178,,Road,6,2,"7,200,000","7,200,000",805205,192883
5464,322461,,Road,6,4,"2,700,000","2,700,000",207865,854902
5465,602501,,Road,7,5,"8,300,000","8,300,000",584955,881597
5466,667598,,Road,6,4,"6,100,000","6,100,000",261689,136850
5467,806697,,Road,6,1,"5,300,000","5,300,000",744429,591516
5468,600344,,Road,6,3,"4,600,000","4,600,000",266505,423232
5469,299706,,Road,6,5,"4,400,000","4,400,000",501806,965459
5470,261539,,Road,7,1,"7,900,000","7,900,000",428573,354395
5471,273159,,Road,6,5,"5,400,000","5,400,000",535352,409679
5472,919805,,Road,6,4,"5,800,000","5,800,000",376426,620347
5473,923395,,Road,4,1,"5,700,000","5,700,000",468225,904659
5474,127485,,Road,4,5,"7,800,000","7,800,000",858654,104014
5475,632027,,Road,4,4,"5,400,000","5,400,000",987675,271938
5476,350036,,Flight,4,2,"4,300,000","4,300,000",705596,327933
5477,603698,,Flight,4,5,"8,700,000","8,700,000",819565,264645
5478,846573,,Flight,4,4,"5,200,000","5,200,000",257900,469127
5479,684769,,Flight,3,4,"2,300,000","2,300,000",316643,871889
5480,447578,,Flight,3,2,"9,200,000","9,200,000",990274,844236
5481,172398,,Flight,3,1,"8,500,000","8,500,000",646700,186879
5482,899333,,Flight,3,5,"5,300,000","5,300,000",740722,876799
5483,393032,,Flight,5,4,"8,800,000","8,800,000",668195,154379
5484,260809,,Flight,3,4,"7,400,000","7,400,000",841941,526764
5485,750360,,Flight,4,5,"9,600,000","9,600,000",820305,874610
5486,392452,,Flight,4,5,"5,400,000","5,400,000",709569,459037
5487,471317,,Flight,6,1,"1,400,000","1,400,000",221616,134163
5488,363617,,Flight,5,5,"9,500,000","9,500,000",396371,396789
5489,658330,,Flight,5,5,"2,300,000","2,300,000",189608,831895
5490,726207,,Flight,4,1,"5,800,000","5,800,000",289718,580369
5491,158333,,Flight,3,2,"8,800,000","8,800,000",742577,701061
5492,608569,,Flight,4,4,"8,200,000","8,200,000",328959,620401
5493,589208,,Flight,5,5,"4,100,000","4,100,000",395733,401212
5494,929094,,Flight,3,5,"4,200,000","4,200,000",386023,826745
5495,310846,,Flight,3,2,"5,400,000","5,400,000",905774,715525
5496,391440,,Flight,2,2,"7,500,000","7,500,000",726154,761691
5497,807448,,Flight,5,2,"7,200,000","7,200,000",704793,666915
5498,753692,,Ship,4,4,"2,300,000","2,300,000",590649,527511
5499,594119,,Ship,7,3,"7,700,000","7,700,000",368780,615927
5500,859136,,Ship,6,4,"7,200,000","7,200,000",118245,785236
5501,882953,,Ship,6,4,"2,600,000","2,600,000",689750,202638
5502,347094,,Ship,6,2,"7,500,000","7,500,000",193183,433470
5503,141410,,Ship,7,2,"3,300,000","3,300,000",811543,911191
5504,485382,,Ship,6,5,"7,600,000","7,600,000",886223,484927
5505,707179,,Ship,6,2,"4,200,000","4,200,000",233458,908052
5506,601149,,Ship,6,3,"6,800,000","6,800,000",332946,378650
5507,983082,,Ship,6,5,"5,400,000","5,400,000",400849,651571
5508,260682,,Ship,7,1,"5,300,000","5,300,000",346407,447821
5509,438535,,Ship,6,5,"4,100,000","4,100,000",764799,553435
5510,906711,,Ship,6,4,"1,000,000","1,000,000",955078,629208
5511,765902,,Ship,6,2,"3,900,000","3,900,000",833136,882605
5512,258424,,Ship,6,2,"3,900,000","3,900,000",216800,973112
5513,232722,,Ship,6,5,"2,000,000","2,000,000",757320,246148
5514,668848,,Ship,4,1,"4,300,000","4,300,000",747239,186449
5515,606064,,Ship,5,3,"3,400,000","3,400,000",706619,276277
5516,247848,,Ship,6,5,"7,800,000","7,800,000",369267,530532
5517,913726,,Ship,6,2,"8,700,000","8,700,000",551533,206514
5518,543384,,Ship,7,4,"5,800,000","5,800,000",391175,745060
5519,811323,,Ship,5,3,"5,700,000","5,700,000",404709,625995
5520,388761,,Ship,3,5,"3,800,000","3,800,000",857254,577418
5521,406757,,Ship,6,5,"8,000,000","8,000,000",966248,629355
5522,859493,,Ship,6,2,"6,200,000","6,200,000",430806,304482
5523,952004,,Ship,4,2,"6,600,000","6,600,000",131351,741558
5524,679102,,Ship,4,1,"9,600,000","9,600,000",240500,358630
5525,579756,,Ship,5,5,"8,600,000","8,600,000",172448,548217
5526,239675,,Ship,6,1,"7,800,000","7,800,000",431625,237617
5527,218775,,Ship,6,5,"3,500,000","3,500,000",418808,329420
5528,423191,,Ship,4,2,"3,700,000","3,700,000",415701,625078
5529,602181,,Ship,6,4,"1,600,000","1,600,000",248543,142175
5530,587843,,Ship,5,3,"6,700,000","6,700,000",905635,831752
5531,450080,,Ship,5,3,"5,700,000","5,700,000",933077,416422
5532,230288,,Ship,6,1,"4,300,000","4,300,000",463769,695744
5533,530793,,Ship,7,3,"7,000,000","7,000,000",954366,216902
5534,652669,,Ship,6,3,"3,800,000","3,800,000",714174,851876
5535,135862,,Ship,6,1,"9,000,000","9,000,000",781507,625556
5536,126847,,Ship,7,1,"4,500,000","4,500,000",633833,877151
5537,792414,,Ship,6,2,"5,700,000","5,700,000",230932,318371
5538,673327,,Ship,5,4,"1,700,000","1,700,000",790273,535033
5539,824050,,Ship,6,2,"3,300,000","3,300,000",592773,944106
5540,576516,,Ship,3,3,"2,000,000","2,000,000",972501,420469
5541,639167,,Ship,4,4,"4,800,000","4,800,000",624977,370299
5542,585880,,Ship,4,4,"4,100,000","4,100,000",678647,241327
5543,864535,,Ship,3,4,"1,400,000","1,400,000",980065,267348
5544,886013,,Ship,5,3,"4,400,000","4,400,000",339148,360997
5545,659576,,Ship,5,2,"6,600,000","6,600,000",100182,785833
5546,297202,,Ship,4,3,"1,800,000","1,800,000",870403,754877
5547,342542,,Ship,3,2,"6,200,000","6,200,000",995151,957490
5548,373907,,Ship,5,3,"4,400,000","4,400,000",729515,368431
5549,872802,,Ship,3,4,"8,400,000","8,400,000",931924,646225
5550,270080,,Ship,3,4,"7,400,000","7,400,000",981122,204113
5551,608456,,Ship,3,5,"3,100,000","3,100,000",154489,846835
5552,429184,,Ship,3,5,"2,300,000","2,300,000",116828,748078
5553,119076,,Ship,3,5,"2,200,000","2,200,000",770070,519694
5554,426464,,Ship,4,2,"8,400,000","8,400,000",699301,956910
5555,786876,,Ship,6,1,"1,200,000","1,200,000",750054,561064
5556,719038,,Ship,5,1,"1,300,000","1,300,000",849219,277552
5557,258126,,Ship,2,2,"7,500,000","7,500,000",351010,662191
5558,366424,,Ship,5,1,"6,600,000","6,600,000",328647,247404
5559,980722,,Ship,4,3,"9,700,000","9,700,000",343546,588747
5560,190318,,Ship,4,1,"3,300,000","3,300,000",438381,806671
5561,688777,,Ship,3,1,"1,300,000","1,300,000",772879,823706
5562,408520,,Ship,5,5,"4,000,000","4,000,000",283604,700592
5563,368418,,Ship,4,4,"7,000,000","7,000,000",784961,671220
5564,165592,,Ship,3,4,"6,500,000","6,500,000",781709,623772
5565,441503,,Ship,4,2,"7,200,000","7,200,000",564695,985936
5566,836451,,Ship,4,1,"6,900,000","6,900,000",501329,838919
5567,322139,,Ship,3,2,"7,700,000","7,700,000",531722,612004
5568,412988,,Ship,4,2,"8,700,000","8,700,000",148669,495769
5569,244732,,Ship,4,1,"5,500,000","5,500,000",778403,592880
5570,246435,,Ship,2,1,"4,000,000","4,000,000",799464,869823
5571,160191,,Ship,5,4,"6,100,000","6,100,000",609905,294560
5572,726860,,Ship,3,1,"3,200,000","3,200,000",504057,347760
5573,465986,,Ship,3,1,"8,900,000","8,900,000",105443,396296
5574,685288,,Ship,5,1,"6,800,000","6,800,000",750861,823193
5575,394110,,Ship,5,2,"3,300,000","3,300,000",255616,981783
5576,937233,,Ship,3,4,"9,100,000","9,100,000",462541,736265
5577,865887,,Ship,3,1,"8,700,000","8,700,000",587591,225617
5578,149781,,Ship,3,1,"1,500,000","1,500,000",390521,899904
5579,547194,,Ship,4,5,"2,900,000","2,900,000",306487,278310
5580,761942,,Ship,5,5,"6,600,000","6,600,000",968991,843510
5581,253956,,Ship,3,1,"8,300,000","8,300,000",734748,825193
5582,964920,,Ship,5,5,"6,900,000","6,900,000",221606,710171
5583,771851,,Ship,5,4,"9,000,000","9,000,000",285889,377156
5584,767970,,Ship,4,4,"8,000,000","8,000,000",143931,453488
5585,280007,,Ship,3,3,"3,700,000","3,700,000",942661,778221
5586,775277,,Ship,5,4,"1,500,000","1,500,000",702381,792001
5587,504688,,Ship,5,2,"9,600,000","9,600,000",397429,513160
5588,349068,,Ship,4,5,"7,000,000","7,000,000",529709,716798
5589,753036,,Ship,4,4,"2,800,000","2,800,000",398384,446675
5590,713032,,Ship,4,5,"6,000,000","6,000,000",163652,827065
5591,265894,,Road,5,5,"7,000,000","7,000,000",904759,867232
5592,892864,,Road,2,3,"4,100,000","4,100,000",389057,408872
5593,288140,,Road,4,4,"1,100,000","1,100,000",462370,713729
5594,871899,,Road,3,2,"8,300,000","8,300,000",154044,498314
5595,423937,,Road,3,1,"5,200,000","5,200,000",619454,609188
